"","SERIALNO","puma_id","SYNTHETIC_HID","place_id","longitude","latitude","AGEGRP","HRSWRK","IMMSTAT","INCTAX","MODE","OCC","POB","RELIGION","SEX","SYNTHETIC_PID","AGEGRP_marg","fsa","ctHH_tertile","ctHHIncome","ID","quest","regio","s2","s3","q21","ctDensity_","ctedu","edu4","foreignBorn","language","employed","nKIDS","HHincomeIMP","nTrust","nPerception","G_scReach","G_scRange","G_scDiversity","N_scReach","N_scRange","N_scDiversity","gTrust","nLocusControl","nHHTie","nNeighbTie","nBeyondTie","nTie","nAlterFemale","sdAlterEdu","nAlterExercise","nAlterSmoke","nAlterSmokeHH"
"1285",81141,462,"4620700.01-947",4620700.01,-73.6337153265292,45.6923686984801,5,5,2,9000,6,9,1,2,2,"4620700.01-947-2260","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",27785,462,"4620700.01-948",4620700.01,-73.6225879322227,45.6958801083672,4,4,2,1,7,9,1,2,1,"4620700.01-948-2261","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",27785,462,"4620700.01-948",4620700.01,-73.6225879322227,45.6958801083672,5,5,2,7000,2,1,1,2,2,"4620700.01-948-2262","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288",72570,462,"4620700.01-950",4620700.01,-73.6309866871458,45.6960353211947,4,2,2,0,2,1,1,2,2,"4620700.01-950-2266","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",72570,462,"4620700.01-950",4620700.01,-73.6309866871458,45.6960353211947,3,0,2,0,6,9,1,2,1,"4620700.01-950-2267","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",124936,462,"4620700.01-951",4620700.01,-73.6353628123538,45.6940321878211,7,6,3,2000,2,1,5,3,2,"4620700.01-951-2268","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",127025,462,"4620700.01-953",4620700.01,-73.6292219693122,45.6974461133182,4,0,2,2000,2,1,1,2,1,"4620700.01-953-2272","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",127025,462,"4620700.01-953",4620700.01,-73.6292219693122,45.6974461133182,4,0,2,0,9,9,1,9,2,"4620700.01-953-2273","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293",76148,462,"4620700.01-955",4620700.01,-73.6323945114648,45.696179194581,7,8,2,14000,6,9,1,3,2,"4620700.01-955-2275","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",76148,462,"4620700.01-955",4620700.01,-73.6323945114648,45.696179194581,1,99,2,999999,9,9,1,3,2,"4620700.01-955-2276","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",67699,462,"4620700.01-956",4620700.01,-73.627347630435,45.7014096951035,4,0,2,0,9,9,1,2,1,"4620700.01-956-2279","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296",67699,462,"4620700.01-956",4620700.01,-73.627347630435,45.7014096951035,2,99,2,999999,9,9,1,2,2,"4620700.01-956-2280","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297",57954,462,"4620700.01-957",4620700.01,-73.6274162047996,45.6960513382433,4,3,2,0,2,1,1,2,1,"4620700.01-957-2282","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",57954,462,"4620700.01-957",4620700.01,-73.6274162047996,45.6960513382433,3,0,2,0,9,9,1,2,1,"4620700.01-957-2283","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299",129217,462,"4620700.01-958",4620700.01,-73.6211973103363,45.6942632310653,4,2,2,1,2,1,1,2,1,"4620700.01-958-2286","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300",85484,462,"4620700.01-960",4620700.01,-73.6277259932474,45.6993079507977,5,4,3,0,2,2,4,3,2,"4620700.01-960-2291","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",85484,462,"4620700.01-960",4620700.01,-73.6277259932474,45.6993079507977,5,5,3,3000,2,1,4,3,1,"4620700.01-960-2292","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302",85484,462,"4620700.01-960",4620700.01,-73.6277259932474,45.6993079507977,4,3,3,1000,2,2,4,3,1,"4620700.01-960-2293","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",60188,462,"4620700.01-961",4620700.01,-73.6268371791512,45.7032240517237,5,4,2,16000,6,9,1,9,2,"4620700.01-961-2294","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304",81416,462,"4620700.01-962",4620700.01,-73.627754919338,45.7018613373057,6,5,2,23000,2,1,1,2,2,"4620700.01-962-2295","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305",81416,462,"4620700.01-962",4620700.01,-73.627754919338,45.7018613373057,5,5,2,13000,2,1,1,2,1,"4620700.01-962-2296","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306",13514,462,"4620700.01-963",4620700.01,-73.6278112331912,45.6965834566847,8,9,2,9000,6,9,1,2,2,"4620700.01-963-2297","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",13514,462,"4620700.01-963",4620700.01,-73.6278112331912,45.6965834566847,2,99,2,999999,9,9,1,2,2,"4620700.01-963-2298","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308",13514,462,"4620700.01-963",4620700.01,-73.6278112331912,45.6965834566847,2,99,2,999999,9,9,1,2,1,"4620700.01-963-2299","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309",13514,462,"4620700.01-963",4620700.01,-73.6278112331912,45.6965834566847,1,99,2,999999,9,9,1,2,1,"4620700.01-963-2300","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",13514,462,"4620700.01-963",4620700.01,-73.6278112331912,45.6965834566847,1,99,2,999999,9,9,1,2,1,"4620700.01-963-2301","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311",86688,462,"4620700.01-964",4620700.01,-73.6292792548101,45.7022618763986,6,5,2,5000,6,9,1,9,1,"4620700.01-964-2302","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312",86688,462,"4620700.01-964",4620700.01,-73.6292792548101,45.7022618763986,6,0,2,1000,6,9,1,9,2,"4620700.01-964-2303","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313",21324,462,"4620700.01-965",4620700.01,-73.6295401223815,45.7011136158208,5,0,1,0,9,9,4,4,2,"4620700.01-965-2304","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",86126,462,"4620700.01-966",4620700.01,-73.6259371087018,45.6985350754502,6,5,2,9000,2,1,1,3,2,"4620700.01-966-2307","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315",68585,462,"4620700.01-967",4620700.01,-73.6302242244782,45.7000723590811,4,5,2,8000,2,1,1,9,2,"4620700.01-967-2308","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316",68585,462,"4620700.01-967",4620700.01,-73.6302242244782,45.7000723590811,4,5,2,2000,2,1,1,2,1,"4620700.01-967-2309","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317",18230,462,"4620700.01-969",4620700.01,-73.628900232395,45.7017130773805,6,4,3,1000,2,1,4,3,1,"4620700.01-969-2311","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318",18230,462,"4620700.01-969",4620700.01,-73.628900232395,45.7017130773805,7,0,2,0,5,3,1,3,2,"4620700.01-969-2312","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",18230,462,"4620700.01-969",4620700.01,-73.628900232395,45.7017130773805,1,99,2,999999,9,9,1,3,2,"4620700.01-969-2313","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320",18230,462,"4620700.01-969",4620700.01,-73.628900232395,45.7017130773805,1,99,2,999999,9,9,1,3,1,"4620700.01-969-2314","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321",66859,462,"4620700.01-970",4620700.01,-73.6315685434031,45.6932921010034,6,5,2,2000,2,1,1,2,1,"4620700.01-970-2315","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",97747,462,"4620700.01-971",4620700.01,-73.6302371408873,45.7011371243521,6,5,2,18000,2,3,1,2,1,"4620700.01-971-2316","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323",97747,462,"4620700.01-971",4620700.01,-73.6302371408873,45.7011371243521,1,99,2,999999,9,9,1,9,1,"4620700.01-971-2317","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324",97747,462,"4620700.01-971",4620700.01,-73.6302371408873,45.7011371243521,1,99,2,999999,9,9,1,9,1,"4620700.01-971-2318","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325",97747,462,"4620700.01-971",4620700.01,-73.6302371408873,45.7011371243521,1,99,2,999999,9,9,1,9,1,"4620700.01-971-2319","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326",38175,462,"4620700.01-972",4620700.01,-73.6369736636425,45.6928232618692,8,0,1,0,9,9,3,3,2,"4620700.01-972-2321","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327",83818,462,"4620700.01-973",4620700.01,-73.6281912150246,45.6992467862972,8,4,2,4000,2,1,1,2,1,"4620700.01-973-2322","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328",83818,462,"4620700.01-973",4620700.01,-73.6281912150246,45.6992467862972,2,99,2,999999,9,9,1,2,1,"4620700.01-973-2323","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329",4853,462,"4620700.01-976",4620700.01,-73.6260550170828,45.7018675438555,6,5,2,6000,2,2,1,2,2,"4620700.01-976-2327","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330",4853,462,"4620700.01-976",4620700.01,-73.6260550170828,45.7018675438555,6,3,2,1000,2,1,1,2,1,"4620700.01-976-2328","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331",4853,462,"4620700.01-976",4620700.01,-73.6260550170828,45.7018675438555,1,99,2,999999,9,9,1,2,2,"4620700.01-976-2329","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332",4853,462,"4620700.01-976",4620700.01,-73.6260550170828,45.7018675438555,1,99,2,999999,9,9,1,2,2,"4620700.01-976-2330","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333",132224,462,"4620700.01-977",4620700.01,-73.629748114522,45.6944341202556,2,99,3,999999,9,9,3,9,1,"4620700.01-977-2331","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334",132224,462,"4620700.01-977",4620700.01,-73.629748114522,45.6944341202556,1,99,3,999999,9,9,3,9,1,"4620700.01-977-2332","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335",132224,462,"4620700.01-977",4620700.01,-73.629748114522,45.6944341202556,8,5,3,27000,6,9,3,9,2,"4620700.01-977-2333","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336",132224,462,"4620700.01-977",4620700.01,-73.629748114522,45.6944341202556,8,4,3,5000,2,1,3,9,1,"4620700.01-977-2334","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337",132224,462,"4620700.01-977",4620700.01,-73.629748114522,45.6944341202556,1,99,2,999999,9,9,1,9,2,"4620700.01-977-2335","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338",10031,462,"4620700.01-979",4620700.01,-73.634424006137,45.6933858772885,6,0,3,0,9,9,5,2,2,"4620700.01-979-2337","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339",10031,462,"4620700.01-979",4620700.01,-73.634424006137,45.6933858772885,8,0,3,0,9,9,5,2,1,"4620700.01-979-2338","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340",10031,462,"4620700.01-979",4620700.01,-73.634424006137,45.6933858772885,1,99,3,999999,9,9,5,2,1,"4620700.01-979-2339","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341",45874,462,"4620700.01-980",4620700.01,-73.6244404879404,45.694339773745,6,9,2,12000,2,1,1,2,2,"4620700.01-980-2340","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342",45874,462,"4620700.01-980",4620700.01,-73.6244404879404,45.694339773745,6,0,2,0,9,9,1,2,1,"4620700.01-980-2341","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343",45874,462,"4620700.01-980",4620700.01,-73.6244404879404,45.694339773745,1,99,2,999999,9,9,1,2,2,"4620700.01-980-2342","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344",45874,462,"4620700.01-980",4620700.01,-73.6244404879404,45.694339773745,1,99,2,999999,9,9,1,2,2,"4620700.01-980-2343","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345",45874,462,"4620700.01-980",4620700.01,-73.6244404879404,45.694339773745,1,99,2,999999,9,9,1,2,1,"4620700.01-980-2344","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346",24695,462,"4620700.01-982",4620700.01,-73.6297302356218,45.7009797699685,4,0,3,0,9,9,4,9,2,"4620700.01-982-2346","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347",112380,462,"4620700.01-983",4620700.01,-73.6320556134497,45.6982996946163,7,5,2,15000,2,1,1,2,2,"4620700.01-983-2347","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348",112380,462,"4620700.01-983",4620700.01,-73.6320556134497,45.6982996946163,7,3,2,2000,2,2,1,2,1,"4620700.01-983-2348","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349",112380,462,"4620700.01-983",4620700.01,-73.6320556134497,45.6982996946163,1,99,2,999999,9,9,1,2,1,"4620700.01-983-2349","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350",112380,462,"4620700.01-983",4620700.01,-73.6320556134497,45.6982996946163,1,99,2,999999,9,9,1,2,1,"4620700.01-983-2350","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351",7128,462,"4620700.01-984",4620700.01,-73.625125335059,45.7029579422243,7,4,2,0,9,9,1,9,2,"4620700.01-984-2351","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352",7128,462,"4620700.01-984",4620700.01,-73.625125335059,45.7029579422243,1,99,2,999999,9,9,1,9,1,"4620700.01-984-2352","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353",7128,462,"4620700.01-984",4620700.01,-73.625125335059,45.7029579422243,1,99,2,999999,9,9,1,9,2,"4620700.01-984-2353","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354",17032,462,"4620700.01-985",4620700.01,-73.6268713539407,45.693932266454,3,0,2,0,8,8,1,2,2,"4620700.01-985-2355","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355",17032,462,"4620700.01-985",4620700.01,-73.6268713539407,45.693932266454,3,0,2,0,9,9,1,2,2,"4620700.01-985-2356","AGEGRP-0-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
