"","workplace_id","stcotr","employees","placed","wkb_geometry"
"816",477536189,10001041300,32,32,"0101000020E6100000FBC9181F66E152C03750E09D7C944340"
"817",477537997,10001041300,15,15,"0101000020E6100000FBC9181F66E152C03750E09D7C944340"
"818",477539423,10001041300,25,25,"0101000020E6100000E529ABE97AE152C0A8565F5D15944340"
"819",477832950,10001041300,13,13,"0101000020E6100000FBC9181F66E152C03750E09D7C944340"
"820",493545024,10001041300,1,1,"0101000020E6100000C5573B8A73E152C09835B1C057944340"
"821",493545032,10001041300,3,3,"0101000020E61000006CCB80B394E152C06AF5D55581944340"
"822",493545313,10001041300,7,7,"0101000020E6100000FBC9181F66E152C03750E09D7C944340"
"823",493545370,10001041300,8,8,"0101000020E6100000F20BAF2479E152C08B4E965AEF934340"
"824",493545537,10001041300,5,5,"0101000020E6100000BE66B96C74E152C01492CCEA1D944340"
"825",493547921,10001041300,1,1,"0101000020E6100000C11BD2A8C0E152C0817B9E3F6D944340"
"826",515021962,10001041300,4,4,"0101000020E610000093718C648FE152C0EEB1F4A10B944340"
"827",515023331,10001041300,6,6,"0101000020E6100000F20BAF2479E152C072BF4351A0934340"
"828",517200341,10001041300,20,20,"0101000020E6100000431EC18D94E152C08CDAFD2AC0934340"
"829",524142742,10001041300,2,2,"0101000020E6100000CC41D0D1AAE152C06E179AEB34944340"
"830",534468079,10001041300,7,7,"0101000020E610000018096D3997E152C0D0D03FC1C5924340"
"831",541625141,10001041300,1,1,"0101000020E6100000F99E91088DE152C04E0B5EF415944340"
"832",541626776,10001041300,5,5,"0101000020E6100000A80018CFA0E152C0E109BDFE24944340"
"833",541627261,10001041300,1,1,"0101000020E610000065726A6798E152C047AAEFFCA2924340"
"834",541627790,10001041300,8,8,"0101000020E6100000EE3EC7478BE152C0D882DE1B43944340"
"835",541627881,10001041300,1,1,"0101000020E6100000D597A59D9AE152C0C7629B5434944340"
"836",541627998,10001041300,4,4,"0101000020E6100000B8921D1B81E152C0BB63B14D2A944340"
"837",541628459,10001041300,30,30,"0101000020E6100000321F10E84CE152C0C7F319506F944340"
"838",121558589,10001041400,4,6,"0101000020E6100000064CE0D6DDE252C05E82531F48944340"
"839",121549935,10001041400,1,2,"0101000020E6100000FB5A971AA1E152C01CB3EC4960934340"
"840",121550016,10001041400,9,13,"0101000020E6100000A39410ACAAE152C0DB4DF04DD3934340"
"841",121554232,10001041400,16,23,"0101000020E610000048C49448A2E152C03485CE6BEC924340"
"842",121555973,10001041400,45,64,"0101000020E6100000D89E5912A0E152C083C30B2252934340"
"843",121557037,10001041400,3,5,"0101000020E61000008BA9F413CEE152C0E1CFF0660D944340"
"844",121557136,10001041400,15,22,"0101000020E610000016FBCBEEC9E152C051A04FE449944340"
"845",121558134,10001041400,11,16,"0101000020E6100000BB0D6ABFB5E152C0D34D621058934340"
"846",121562003,10001041400,6,9,"0101000020E6100000DC476E4DBAE152C0FF06EDD5C7934340"
"847",121562185,10001041400,1,2,"0101000020E6100000D3156C239EE152C09A7D1EA33C934340"
"848",121562516,10001041400,7,10,"0101000020E6100000D4EE5701BEE152C03CA2427573934340"
"849",121563175,10001041400,5,8,"0101000020E6100000A5164A26A7E152C0DCF63DEAAF934340"
"850",121613178,10001041400,10,15,"0101000020E6100000F4A3E194B9E152C06EC0E78711944340"
"851",223334186,10001041400,5,8,"0101000020E6100000D4EE5701BEE152C0FF06EDD5C7934340"
"852",223334574,10001041400,5,8,"0101000020E61000008C118942CBE152C072F90FE9B7934340"
"853",223335332,10001041400,5,8,"0101000020E6100000E8A4F78DAFE152C00EF3E505D8934340"
"854",230080798,10001041400,9,13,"0101000020E6100000DE03745FCEE152C08B4E965AEF934340"
"855",231242108,10001041400,10,15,"0101000020E6100000A6B8AAECBBE152C0F8A6E9B303944340"
"856",252339874,10001041400,1,2,"0101000020E6100000F8AA9509BFE152C05B44149337944340"
"857",252341730,10001041400,6,9,"0101000020E6100000D4EE5701BEE152C03CA2427573934340"
"858",302042403,10001041400,4,6,"0101000020E61000006EDE3829CCE152C0FC1A498270934340"
"859",455358960,10001041400,3,5,"0101000020E61000003FA88B14CAE152C0416326512F944340"
"860",455360362,10001041400,4,6,"0101000020E61000008C9DF0129CE152C039D2191879934340"
"861",455360800,10001041400,26,37,"0101000020E6100000C11BD2A8C0E152C00F62670A9D934340"
"862",493545438,10001041400,1,2,"0101000020E6100000DE03745FCEE152C08B4E965AEF934340"
"863",541624821,10001041400,6,9,"0101000020E6100000D4EE5701BEE152C03CA2427573934340"
"864",816306328,10001041400,1,2,"0101000020E6100000B890477023E252C011C7BAB88D924340"
"865",816308159,10001041400,30,43,"0101000020E61000008C852172FAE252C0D89FC4E74E944340"
"866",816311161,10001041400,1,2,"0101000020E61000007F86376BF0E152C0912749D74C944340"
"867",816311690,10001041400,5,8,"0101000020E61000004419AA622AE252C07250C24CDB934340"
"868",597626472,10001041400,8,12,"0101000020E6100000C22FF5F3A6E352C025ECDB4944944340"
"869",597633072,10001041400,7,10,"0101000020E6100000F165A208A9E352C091442FA358944340"
"870",597640432,10001041400,9,13,"0101000020E6100000F165A208A9E352C091442FA358944340"
"871",659161830,10001041400,1,2,"0101000020E6100000C22FF5F3A6E352C025ECDB4944944340"
"872",678076233,10001041400,12,17,"0101000020E61000000EBDC5C37BE352C01C446B459B934340"
"873",816309926,10001041400,6,9,"0101000020E6100000EB3A545392E352C02BDD5D6743944340"
"874",816310783,10001041400,3,5,"0101000020E610000023A12DE752E352C0AB08371955944340"
"875",890640170,10001041400,4,6,"0101000020E6100000F165A208A9E352C091442FA358944340"
"876",121547285,10001041500,30,19,"0101000020E61000000AF2B391EBE152C0807F4A9528914340"
"877",121548689,10001041500,25,16,"0101000020E61000009A780778D2E252C0575BB1BFEC904340"
"878",121550669,10001041500,13,9,"0101000020E61000008D800A4790E252C03DF372D87D914340"
"879",121553119,10001041500,4,3,"0101000020E61000006938656EBEE252C0C36169E047914340"
"880",121561260,10001041500,3,2,"0101000020E6100000715985CD00E252C01D1CEC4D0C914340"
"881",121562169,10001041500,4,3,"0101000020E6100000C83F33880FE252C069C9E369F98F4340"
"882",121564033,10001041500,2,2,"0101000020E6100000562B137EA9E252C0F92D3A596A914340"
"883",209059112,10001041500,5,4,"0101000020E6100000EAE8B81AD9E252C0971C774A07914340"
"884",215271263,10001041500,40,25,"0101000020E61000006F8099EFE0E152C023C0E95DBC914340"
"885",221904741,10001041500,20,13,"0101000020E61000006170CD1DFDE152C072A609DB4F904340"
"886",222528127,10001041500,7,5,"0101000020E610000037C30DF8FCE152C0E8A221E351904340"
"887",223335423,10001041500,7,5,"0101000020E6100000253B3602F1E152C0B7627FD93D914340"
"888",252336573,10001041500,35,22,"0101000020E610000097C5C4E6E3E152C0100533A660914340"
"889",1165026,10001041600,8,5,"0101000020E61000007C9C69C2F6E152C02E724F5777904340"
"890",2427334,10001041600,45,28,"0101000020E6100000D1217024D0E152C0F1B913ECBF904340"
"891",121549802,10001041600,2,2,"0101000020E6100000E23D079623E252C06072A3C85A8F4340"
"892",121550222,10001041600,22,14,"0101000020E610000021AF0793E2E152C011E335AFEA904340"
"893",121552657,10001041600,5,4,"0101000020E6100000F2785A7EE0E152C08BFB8F4C87904340"
"894",121552897,10001041600,11,7,"0101000020E6100000672783A3E4E152C0435376FA41914340"
"895",121553697,10001041600,25,16,"0101000020E610000035D252793BE252C0D4F02DAC1B8F4340"
"896",121553978,10001041600,4,3,"0101000020E6100000DFC2BAF1EEE152C0D8D30E7F4D904340"
"897",121554646,10001041600,4,3,"0101000020E6100000ABAE433525E252C0FA6184F0688F4340"
"898",121556302,10001041600,28,17,"0101000020E610000004013274ECE152C0FE614B8FA6904340"
"899",121556716,10001041600,24,15,"0101000020E6100000D7DD3CD521E252C08061F9F36D8F4340"
"900",121557185,10001041600,50,31,"0101000020E6100000E0F2583332E252C0747ADE8D058F4340"
"901",121561237,10001041600,1,1,"0101000020E610000064B14D2A1AE252C07901F6D1A98F4340"
"902",121561815,10001041600,6,4,"0101000020E6100000193C4CFBE6E152C074B515FBCB904340"
"903",121562045,10001041600,2,2,"0101000020E6100000556AF6402BE252C0416667D13B8F4340"
"904",121564256,10001041600,5,4,"0101000020E6100000D27135B22BE252C05456D3F5448F4340"
"905",121567127,10001041600,10,7,"0101000020E6100000FF942A51F6E152C0598B4F0130904340"
"906",121568448,10001041600,12,8,"0101000020E6100000B58993FB1DE252C03A234A7B838F4340"
"907",223331521,10001041600,2,2,"0101000020E61000002CF2EB87D8E152C038F8C264AA904340"
"908",223331596,10001041600,3,2,"0101000020E610000027BD6F7CEDE152C07EAA0A0DC4904340"
"909",223331893,10001041600,2,2,"0101000020E6100000CE716E13EEE152C03BFDA02E52904340"
"910",223990565,10001041600,1,1,"0101000020E61000009065C1C41FE252C02A0307B4748F4340"
"911",225838325,10001041600,1,1,"0101000020E61000007F86376BF0E152C058C51B9947904340"
"912",227735073,10001041600,2,2,"0101000020E61000009065C1C41FE252C02A0307B4748F4340"
"913",242372761,10001041600,4,3,"0101000020E61000002EAEF199ECE152C02B4B749659904340"
"914",252339379,10001041600,15,10,"0101000020E61000009EB64604E3E152C0EDF483BA48914340"
"915",257184879,10001041600,2,2,"0101000020E6100000E2AC889AE8E152C012A452EC68904340"
"916",1165315,10001041701,35,34,"0101000020E61000003BE5D18DB0E352C09B3DD00A0C8F4340"
"917",8305682,10001041701,75,73,"0101000020E6100000B16A10E676E252C065389ECF808E4340"
"918",121547145,10001041701,2,2,"0101000020E61000002942EA76F6E252C00C91D3D7F38D4340"
"919",121550982,10001041701,8,8,"0101000020E61000006AF7AB00DFE352C0CAE2FE23D38D4340"
"920",121557482,10001041701,2,2,"0101000020E610000040868E1D54E252C0348463963D8F4340"
"921",121567051,10001041701,8,8,"0101000020E610000087C43D963EE252C034677DCA318F4340"
"922",121567283,10001041701,1,1,"0101000020E610000049D8B79388E352C0F16261889C8E4340"
"923",121567317,10001041701,32,31,"0101000020E6100000CEE33098BFE352C07A19C5724B8F4340"
"924",121567457,10001041701,5,5,"0101000020E6100000310A82C7B7E352C068244223D88E4340"
"925",121567523,10001041701,190,183,"0101000020E61000007F129F3BC1E252C0276893C3278F4340"
"926",121567531,10001041701,85,82,"0101000020E6100000F243A51133E352C068EA758BC08E4340"
"927",121567549,10001041701,65,63,"0101000020E6100000D4F19881CAE252C0EEEE01BA2F8F4340"
"928",121567564,10001041701,2,2,"0101000020E61000002E55698B6BE352C05551BCCADA8E4340"
"929",121567572,10001041701,9,9,"0101000020E6100000AAB8718BF9E252C0153944DC9C8E4340"
"930",121567671,10001041701,1,1,"0101000020E61000008A929048DBE452C0C9E7154F3D8E4340"
"931",121567796,10001041701,12,12,"0101000020E6100000323A2009FBE252C05C8FC2F5288E4340"
"932",121568083,10001041701,1,1,"0101000020E6100000F5824F73F2E352C06A85E97B0D8F4340"
"933",121568430,10001041701,3,3,"0101000020E6100000BF45274BADE352C00458E4D70F8F4340"
"934",121568604,10001041701,3,3,"0101000020E610000024624A24D1E352C08E959867258F4340"
"935",121568620,10001041701,4,4,"0101000020E61000006FD575A8A6E352C067EF8CB62A8F4340"
"936",121568679,10001041701,80,77,"0101000020E6100000658D7A8846E352C05D177E703E8F4340"
"937",121568703,10001041701,6,6,"0101000020E610000097AB1F9BE4E352C00491459A788D4340"
"938",121568737,10001041701,7,7,"0101000020E6100000DC2A8881AEE252C018EC866D8B8E4340"
"939",121568778,10001041701,28,27,"0101000020E6100000F7562426A8E352C09B3DD00A0C8F4340"
"940",176076115,10001041701,50,49,"0101000020E6100000EC681CEA77E352C009FB7612118E4340"
"941",178262333,10001041701,2,2,"0101000020E6100000CA1B60E63BE352C0983446EBA88E4340"
"942",207106170,10001041701,4,4,"0101000020E6100000198C118942E352C0BC0512143F8E4340"
"943",207106188,10001041701,3,3,"0101000020E6100000198C118942E352C0BC0512143F8E4340"
"944",211193016,10001041701,7,7,"0101000020E6100000A69BC420B0E252C00D350A49668D4340"
"945",211571492,10001041701,1,1,"0101000020E6100000B0E595EB6DE252C040F7E5CC768F4340"
"946",217304120,10001041701,2,2,"0101000020E6100000A48D23D6E2E252C004A9143B1A8D4340"
"947",217872951,10001041701,3,3,"0101000020E6100000209C4F1DABE252C09A5FCD01828D4340"
"948",219828464,10001041701,7,7,"0101000020E6100000A48D23D6E2E252C004A9143B1A8D4340"
"949",220003354,10001041701,34,33,"0101000020E6100000A48D23D6E2E252C004A9143B1A8D4340"
"950",223333261,10001041701,500,481,"0101000020E6100000A48D23D6E2E252C004A9143B1A8D4340"
"951",223333345,10001041701,15,15,"0101000020E6100000A48D23D6E2E252C004A9143B1A8D4340"
"952",223335704,10001041701,3,3,"0101000020E61000003813D38558E352C0A88E554ACF8E4340"
"953",223336496,10001041701,2,2,"0101000020E6100000994A3FE1ECE252C0ED2DE57CB18F4340"
"954",223989997,10001041701,2,2,"0101000020E6100000209C4F1DABE252C09A5FCD01828D4340"
"955",225840420,10001041701,1,1,"0101000020E61000000C7558E196E352C0BCCB457C278E4340"
"956",227735065,10001041701,2,2,"0101000020E6100000ED293927F6E352C0463F1A4E998D4340"
"957",238929459,10001041701,40,39,"0101000020E6100000323A2009FBE252C05C8FC2F5288E4340"
"958",240591503,10001041701,1,1,"0101000020E6100000209C4F1DABE252C09A5FCD01828D4340"
"959",247529878,10001041701,7,7,"0101000020E61000001172DEFFC7E352C0C4279D48308F4340"
"960",247529894,10001041701,14,14,"0101000020E61000004D11E0F42EE252C00070ECD9738F4340"
"961",252340575,10001041701,5,5,"0101000020E6100000A48D23D6E2E252C004A9143B1A8D4340"
"962",224372730,10001041702,6,5,"0101000020E61000005915E126A3E252C017F032C3468D4340"
"963",121562052,10001041801,6,6,"0101000020E6100000B2D5E59480E552C088BEBB9525944340"
"964",222027138,10001041801,6,6,"0101000020E61000009AD2FA5B02E552C0D1AE42CA4F944340"
"965",400173868,10001041801,10,10,"0101000020E6100000B2D5E59480E552C088BEBB9525944340"
"966",515030328,10001041801,3,3,"0101000020E6100000FED64E9484E552C0AB2006BAF6934340"
"967",541631024,10001041801,15,15,"0101000020E61000009696917A4FE652C0B8020AF5F4934340"
"968",816331870,10001041801,8,8,"0101000020E6100000FCC3961E4DE552C00E677E3507944340"
"969",121553218,10001041801,6,6,"0101000020E6100000AA9B8BBFEDE352C0D74D29AF95944340"
"970",223332412,10001041801,1,1,"0101000020E6100000F37684D382E452C0404B57B08D944340"
"971",400256563,10001041801,6,6,"0101000020E610000026FF93BF7BE452C0E481C8224D944340"
"972",635157837,10001041801,1,1,"0101000020E6100000C156091687E452C06DA818E76F944340"
"973",816326433,10001041801,5,5,"0101000020E6100000029F1F4608E452C058AEB7CD54944340"
"974",121549638,10001041801,10,10,"0101000020E610000087191A4F04E452C08386FE092E9A4340"
"975",121549836,10001041801,15,15,"0101000020E6100000A2EE0390DAE352C0672783A3E4994340"
"976",121557466,10001041801,4,4,"0101000020E610000029E78BBD17E552C049641F64599C4340"
"977",121560007,10001041801,5,5,"0101000020E6100000F59D5F94A0E552C0E23AC61517994340"
"978",121560197,10001041801,12,12,"0101000020E610000065E256410CE552C09BC8CC052E9D4340"
"979",121562532,10001041801,31,31,"0101000020E6100000E620E86855E452C0D046AE9B529A4340"
"980",121562748,10001041801,12,12,"0101000020E61000002AE44A3D0BE452C0BA4C4D82379A4340"
"981",121562789,10001041801,13,13,"0101000020E6100000220038F6ECE552C0D658C2DA18974340"
"982",121562953,10001041801,7,7,"0101000020E6100000F5824F73F2E352C0705CC64D0D9A4340"
"983",121569016,10001041801,6,6,"0101000020E6100000B08F4E5DF9E452C0ECA529029C9C4340"
"984",223334251,10001041801,5,5,"0101000020E610000021938C9C85E552C0ECFA05BB61974340"
"985",223335068,10001041801,1,1,"0101000020E610000073F56393FCE652C0AB06616EF79C4340"
"986",223336587,10001041801,2,2,"0101000020E61000007444BE4BA9E552C098A1F144109B4340"
"987",223336967,10001041801,6,6,"0101000020E61000008FFE976BD1E452C06EDFA3FE7A9B4340"
"988",238491146,10001041801,3,3,"0101000020E6100000228E75711BE552C0FC6EBA65879C4340"
"989",252338652,10001041801,8,8,"0101000020E610000038BF61A241E552C0D107CBD8D09B4340"
"990",260630660,10001041801,1,1,"0101000020E61000002F36AD1402E452C0F4A8F8BF239A4340"
"991",266387695,10001041801,5,5,"0101000020E61000001D8EAED2DDE352C021E9D32AFA994340"
"992",300284247,10001041801,12,12,"0101000020E6100000F5824F73F2E352C0705CC64D0D9A4340"
"993",355739913,10001041801,15,15,"0101000020E6100000041F8315A7E452C0520C9068029B4340"
"994",379527575,10001041801,3,3,"0101000020E61000004C70EA03C9E452C00ED8D5E4299B4340"
"995",379530140,10001041801,1,1,"0101000020E6100000B45549641FE752C0BC3D0801F9964340"
"996",379531825,10001041801,8,8,"0101000020E61000002D060FD3BEE452C0871744A4A69B4340"
"997",400173998,10001041801,2,2,"0101000020E6100000ED0F94DBF6E552C0B9FFC874E8984340"
"998",400174007,10001041801,1,1,"0101000020E61000001503249A40E552C094DC6113999D4340"
"999",400174037,10001041801,5,5,"0101000020E61000002976340EF5E652C0EB5223F4339B4340"
"1000",400288369,10001041801,6,6,"0101000020E61000006D01A1F5F0E552C04833164D67974340"
"1001",400422464,10001041801,2,2,"0101000020E6100000103B53E8BCE452C0350A4966F59A4340"
"1002",400848545,10001041801,1,1,"0101000020E610000035ED629AE9E352C090F46915FD994340"
"1003",423014729,10001041801,50,50,"0101000020E6100000F5824F73F2E352C0705CC64D0D9A4340"
"1004",423026483,10001041801,3,3,"0101000020E6100000984D8061F9E352C0D4D688601C9A4340"
"1005",423027770,10001041801,1,1,"0101000020E6100000C6DD205A2BE652C0933655F7C8964340"
"1006",441348166,10001041801,125,124,"0101000020E61000007EAB75E272E452C0E7357689EA994340"
"1007",455356550,10001041801,1,1,"0101000020E6100000823CBB7CEBE552C00971E5EC9D954340"
"1008",455357202,10001041801,1,1,"0101000020E6100000A515DF50F8E652C08F334DD87E9A4340"
"1009",455360750,10001041801,6,6,"0101000020E61000008FFE976BD1E452C06EDFA3FE7A9B4340"
"1010",472697283,10001041801,2,2,"0101000020E6100000D50792770EE552C0FBCA83F4149D4340"
"1011",493592018,10001041801,10,10,"0101000020E6100000C286A757CAE452C03DB7D095089C4340"
"1012",511795551,10001041801,6,6,"0101000020E61000002B323A2009E652C05E6743FE999B4340"
"1013",511795635,10001041801,1,1,"0101000020E6100000A1B94E232DE552C0CA703C9F01954340"
"1014",515028900,10001041801,3,3,"0101000020E61000003FFED2A23EE752C0810871E5EC994340"
"1015",515075562,10001041801,2,2,"0101000020E6100000DE567A6D36E452C06953758F6C9A4340"
"1016",541625091,10001041801,3,3,"0101000020E610000027DBC01DA8E452C0F8FF71C2849B4340"
"1017",541627667,10001041801,10,10,"0101000020E6100000B587BD50C0E452C0179D2CB5DE9B4340"
"1018",541628434,10001041801,30,30,"0101000020E61000002D060FD3BEE452C0871744A4A69B4340"
"1019",541631917,10001041801,21,21,"0101000020E6100000E8120EBDC5E552C0CA332F87DD9B4340"
"1020",575927470,10001041801,5,5,"0101000020E6100000F7AB00DF6DE552C04AF086342A9C4340"
"1021",577703317,10001041801,1,1,"0101000020E6100000D53C47E4BBE452C0747E8AE3C09B4340"
"1022",590131009,10001041801,1,1,"0101000020E610000078616BB6F2E552C00B98C0ADBB974340"
"1023",597618883,10001041801,1,1,"0101000020E6100000E5EE737CB4E652C078B6476FB8954340"
"1024",597622646,10001041801,1,1,"0101000020E610000038BF61A241E552C005508C2C99974340"
"1025",597626050,10001041801,4,4,"0101000020E6100000F418E59997E452C05F622CD32F9B4340"
"1026",597643675,10001041801,1,1,"0101000020E6100000D787F546ADE552C0EBA9D557579B4340"
"1027",597655513,10001041801,6,6,"0101000020E6100000A9A3E36A64E552C063D17476329C4340"
"1028",609941992,10001041801,8,8,"0101000020E6100000BBD408FD4CE452C0F67D3848889A4340"
"1029",610315400,10001041801,2,2,"0101000020E6100000AA6400A8E2E452C06C239EEC669C4340"
"1030",611231788,10001041801,5,5,"0101000020E61000004C70EA03C9E452C017F4DE18029C4340"
"1031",615849866,10001041801,4,4,"0101000020E61000000E12A27C41E552C00074982F2F9C4340"
"1032",638253559,10001041801,25,25,"0101000020E61000007520EBA9D5E552C08962F20698954340"
"1033",647531391,10001041801,2,2,"0101000020E61000005C7171546EE452C0D3BEB9BF7A9A4340"
"1034",647532902,10001041801,3,3,"0101000020E610000056F2B1BB40E652C0D40B3ECDC9994340"
"1035",664439833,10001041801,5,5,"0101000020E6100000BB9A3C6535E452C0C6BFCFB8709A4340"
"1036",669611139,10001041801,1,1,"0101000020E6100000D50792770EE552C0FBCA83F4149D4340"
"1037",678077157,10001041801,4,4,"0101000020E610000078D2C26515E552C0C4B29943529D4340"
"1038",678077637,10001041801,1,1,"0101000020E6100000DFE2E13D07E452C09A40118B189A4340"
"1039",678082074,10001041801,4,4,"0101000020E61000008F386403E9E452C056D7A19A929C4340"
"1040",685609596,10001041801,6,6,"0101000020E6100000E21E4B1FBAE452C0118FC4CBD39B4340"
"1041",692345572,10001041801,3,3,"0101000020E6100000EB724A404CE452C02D793C2D3F9A4340"
"1042",714880473,10001041801,7,7,"0101000020E61000007079AC1919E452C0A3923A014D9A4340"
"1043",816196802,10001041801,5,5,"0101000020E6100000F5824F73F2E352C0705CC64D0D9A4340"
"1044",816310114,10001041801,4,4,"0101000020E6100000F2EA1C03B2E452C0459E245D339B4340"
"1045",816310635,10001041801,2,2,"0101000020E6100000315F5E807DE552C030F2B226169C4340"
"1046",816311013,10001041801,1,1,"0101000020E61000004276DEC666E652C0FA0D130D52984340"
"1047",816311021,10001041801,1,1,"0101000020E61000006E5166834CE652C0643BDF4F8D9B4340"
"1048",816312268,10001041801,1,1,"0101000020E6100000187C9A9317E652C0F12F82C64C984340"
"1049",816313555,10001041801,2,2,"0101000020E61000008FFE976BD1E452C06EDFA3FE7A9B4340"
"1050",816325286,10001041801,6,6,"0101000020E6100000098B8A389DE452C09E060C923E9B4340"
"1051",816326425,10001041801,30,30,"0101000020E6100000910F7A36ABE552C0533D997FF49B4340"
"1052",816330260,10001041801,1,1,"0101000020E61000007172BF4351E552C0A3E8818FC1964340"
"1053",816333116,10001041801,21,21,"0101000020E61000007520EBA9D5E552C08962F20698954340"
"1054",816334973,10001041801,2,2,"0101000020E6100000FC3905F9D9E452C08D9944BDE09B4340"
"1055",890638612,10001041801,20,20,"0101000020E61000005A1135D1E7E552C05CCB64389E954340"
"1056",909468837,10001041801,1,1,"0101000020E61000002041F163CCE452C0EAE8B81AD9994340"
"1057",909469520,10001041801,17,17,"0101000020E610000032207BBDFBE452C093FE5E0A0F9C4340"
"1058",929153401,10001041801,5,5,"0101000020E6100000DBE044F46BE452C0BA4C4D82379A4340"
"1059",966198145,10001041801,12,12,"0101000020E6100000A1866F61DDE352C0D76CE525FF994340"
"1060",966199739,10001041801,3,3,"0101000020E6100000984D8061F9E352C0D4D688601C9A4340"
"1061",985003763,10001041801,1,1,"0101000020E6100000166BB8C83DE552C0D5928E7230994340"
"1062",211571518,10001041801,2,2,"0101000020E61000007959130B7CE452C07DEA58A5F4944340"
"1063",816311781,10001041801,2,2,"0101000020E610000070B378B130E452C0D07EA4880C954340"
"1064",250215464,10001041802,2,1,"0101000020E6100000AE81AD122CE752C0DCF126BF45934340"
"1065",423024355,10001041802,4,2,"0101000020E61000007EC85BAE7EE552C040A6B5696C934340"
"1066",597622760,10001041802,7,3,"0101000020E6100000B56D1805C1E652C0D28C45D3D9934340"
"1067",816310395,10001041802,3,2,"0101000020E61000001DCBBBEA01E552C03FC8B260E2934340"
"1068",400465517,10001041802,2,1,"0101000020E61000005AF624B039E452C06D205D6C5A934340"
"1069",715108841,10001041802,12,6,"0101000020E6100000E31934F44FE452C0662FDB4E5B934340"
"1070",816318653,10001041802,4,2,"0101000020E610000030B8E68EFEE352C0D8B79388F0934340"
"1071",890643182,10001041802,3,2,"0101000020E61000003E096CCEC1E352C028B7ED7BD4934340"
"1072",909468936,10001041802,1,1,"0101000020E6100000B8ACC26680E852C01F9E25C808904340"
"1073",966217325,10001041802,4,2,"0101000020E61000009692E52494E852C0B8AF03E78C904340"
"1074",121564116,10001041802,4,2,"0101000020E6100000FB04508C2CE552C08F1D54E23A924340"
"1075",223337197,10001041802,1,1,"0101000020E610000011A7936C75E352C0B9C3263273914340"
"1076",242372720,10001041802,1,1,"0101000020E61000004146408523E752C0151C5E10918E4340"
"1077",816240790,10001041900,1,2,"0101000020E610000071CCB22781EF52C075B0FECF61904340"
"1078",816241129,10001041900,11,17,"0101000020E610000080D250A390EF52C0E2E5E95C518E4340"
"1079",816272884,10001041900,3,5,"0101000020E610000027F8A6E9B3EE52C0E868554B3A924340"
"1080",890639685,10001041900,1,2,"0101000020E6100000C2A6CEA3E2EE52C0AAB5300BED8E4340"
"1081",890640659,10001041900,3,5,"0101000020E61000008690F3FE3FEF52C0B9C7D2872E904340"
"1082",890641939,10001041900,10,16,"0101000020E6100000CCF10A444FE952C0C5538F34B8914340"
"1083",890642101,10001041900,2,4,"0101000020E6100000349E08E23CEF52C03F00A94D9C8C4340"
"1084",966220279,10001041900,2,4,"0101000020E610000033198EE733EF52C0E86C01A1F58E4340"
"1085",969219047,10001041900,1,2,"0101000020E610000042EA76F695EF52C0D525E318C98E4340"
"1086",972437727,10001041900,3,5,"0101000020E61000003CA1D79FC4EB52C0505260014C914340"
"1087",890638463,10001042000,12,13,"0101000020E6100000F8A41309A6EE52C056D636C5E3844340"
"1088",890639594,10001042000,6,7,"0101000020E6100000D717096D39EA52C006D847A7AE884340"
"1089",816182851,10001042100,1,1,"0101000020E6100000D8BCAAB35AE452C067614F3BFC854340"
"1090",816316087,10001042100,2,2,"0101000020E61000000DC7F31950E452C01781B1BE818B4340"
"1091",816316459,10001042100,10,8,"0101000020E61000006B9BE27151E352C00821205F428B4340"
"1092",816317069,10001042100,200,141,"0101000020E6100000615111A793E352C0782634492C894340"
"1093",816317416,10001042100,2,2,"0101000020E6100000E63DCE3461E452C0BB6070CD1D894340"
"1094",816317663,10001042100,1,1,"0101000020E61000003E3DB665C0E752C0C2340C1F11894340"
"1095",816318000,10001042100,1,1,"0101000020E6100000AA9A20EA3EE852C03E213B6F63894340"
"1096",816318513,10001042100,13,10,"0101000020E610000082AAD1AB01E352C013F06B24098C4340"
"1097",909469116,10001042100,1,1,"0101000020E61000008E3D7B2E53E452C085251E5036894340"
"1098",966227233,10001042100,1,1,"0101000020E6100000C4978922A4E552C0D61EF64201854340"
"1099",966227324,10001042100,7,5,"0101000020E6100000615111A793E352C0782634492C894340"
"1100",966227357,10001042100,1,1,"0101000020E6100000615111A793E352C0782634492C894340"
"1101",989121280,10001042100,4,3,"0101000020E6100000615111A793E352C0782634492C894340"
"1102",121567697,10001042100,22,16,"0101000020E61000009C525E2BA1E552C0D38558FD118C4340"
"1103",223334699,10001042100,1,1,"0101000020E610000044A4A65D4CE652C0034356B77A8A4340"
"1104",258588557,10001042100,1,1,"0101000020E61000008867093202E652C08BFF3BA2428B4340"
"1105",816317325,10001042201,7,10,"0101000020E6100000F5BEF1B567E352C099F38C7DC9884340"
"1106",816317705,10001042201,1,2,"0101000020E61000004819710168E352C0F9122A38BC884340"
"1107",816318877,10001042201,3,4,"0101000020E6100000E1B88C9B1AE252C0A64412BD8C884340"
"1108",890642226,10001042201,5,7,"0101000020E6100000B665C0594AE352C0DC2C5E2C0C874340"
"1109",909463606,10001042201,19,26,"0101000020E6100000E6797077D6E252C07FDDE9CE13894340"
"1110",909467268,10001042201,1,2,"0101000020E61000009293895B05E352C0C1C9367007884340"
"1111",966211427,10001042201,3,4,"0101000020E61000007407B13385E352C0CBD765F84F874340"
